"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RGS1",3.27716652084058,1.48252771180883,7454.57483365351,1.4773764815647e-126,6.15640243764486e-125,279.337188115899
"GLUL",3.09333473601429,1.39936571391123,7075.18740693658,1.23977820012941e-125,4.06335963341114e-124,277.413538533348
"STMN1",3.02939593667369,1.37044101897144,9229.31295898371,2.46804319059263e-130,3.46028796221793e-128,286.924970232815
"TSC22D3",3.01935488292097,1.36589863751187,7116.71999294734,9.76838688844508e-126,3.2724096076291e-124,277.630251879115
"RPL38",3.00189101235129,1.3579983151113,9573.34807723669,5.55960171206569e-131,9.56630558228394e-129,288.173863487581
"GATA2",2.94651912096253,1.33294912614972,7886.3622568263,1.49141539593634e-127,8.06536140188143e-126,281.383290861142
"CTSB",2.93890079915554,1.32950274247513,7310.96512365474,3.26246702125195e-126,1.2288625780049e-124,278.623561232731
"CD3D",2.93658276200137,1.32845410661967,7445.66501654718,1.55111274347208e-126,6.4171992244957e-125,279.29341215139
"ALDOA",2.89665335362907,1.3103908028322,8198.50400133726,3.06940531171975e-128,1.98619381325045e-126,282.775923479038
"ATP6V1G1",2.86794681531633,1.29740451169072,8081.65895538808,5.50731879137873e-128,3.38991142841694e-126,282.262694023014
"GADD45B",2.83899498199533,1.2843072537598,6815.54134460577,5.68363651790345e-125,1.62995500291845e-123,276.022593137617
"IRF1",2.83163892977636,1.28097951585121,6488.75509648265,4.20401581567738e-124,9.70384260380899e-123,274.178106871148
"RBM39",2.82192852412854,1.27658671329624,6233.45209260893,2.15585786141807e-123,4.39946088107714e-122,272.658226932047
"IL2RG",2.80891548283923,1.27069986128441,2568.25517021768,1.03884149765194e-107,5.85634324551214e-107,237.265627055568
"SCAF11",2.79532649180057,1.26455246057645,7411.00424024641,1.87573116945551e-126,7.51384163171835e-125,279.122493567215
"CD27",2.78493085892074,1.25984967427367,2919.2545961209,5.63444293415934e-110,3.62433028500598e-109,242.511292721979
"PRELID1",2.78288933824303,1.25892612920518,6360.68102530141,9.46793388329885e-124,2.05981975374872e-122,273.424688372364
"CHMP1B",2.76890990037835,1.25260209779021,6271.61520621346,1.68138105677019e-123,3.52624265396319e-122,272.890058164413
"CD3E",2.76560133876158,1.251105367535,7602.74992186166,6.62792418748583e-127,3.07852846769664e-125,280.055769226623
"DNAJA4",2.76049435863556,1.2487950670018,6973.9393826522,2.22985177942109e-125,6.86268610650287e-124,276.878651195816
"SH2D2A",2.73863740760664,1.23890739867919,2268.17284486108,1.63742254123102e-105,8.07617332876877e-105,232.156399463832
"BRD2",2.73466437780334,1.23711007567294,6936.93512615163,2.76932196851452e-125,8.38661464944937e-124,276.680791784489
"EIF5",2.73166587424519,1.23575360977759,6213.39773601364,2.45818253302415e-123,4.9497074355122e-122,272.535730225737
"TRAM1",2.72143350262712,1.23112467975989,6404.6683469995,7.15093735595823e-124,1.597042676164e-122,273.685468131277
"LDHB",2.71522347280078,1.22831538055274,4093.85368716185,5.88736481173221e-116,5.3509290503751e-115,256.20120963351
"LAMTOR5",2.70962144892974,1.2257811316587,7324.01294743929,3.03395223747387e-126,1.16599250710227e-124,278.68911404811
"EGR1",2.70242648394871,1.22252626654823,5988.17563140657,1.10568240829807e-122,1.99788102940924e-121,271.127301355674
"LEPROTL1",2.68856608959737,1.21625608815119,6851.21316096176,4.59511952502614e-125,1.33293677869628e-123,276.217471924258
"REEP5",2.68249200929612,1.21350828991967,5601.7446505434,1.67299399765986e-121,2.59554048284484e-120,268.560985838943
"ACTR2",2.68004810601929,1.21240271462778,5807.85790895025,3.84064602584459e-122,6.44734613340784e-121,269.954386716204
"STAT4",2.67782499939761,1.21139702353702,841.731447046856,5.57358896130958e-88,1.42704234109147e-87,191.027898337505
"PIP4K2A",2.67565487189677,1.2104152991914,2920.12188429015,5.56669168669195e-110,3.58379445237626e-109,242.523426398567
"GPR65",2.67117677768613,1.20838949466754,670.842043596568,5.74743770316002e-84,1.36278893988802e-83,181.573521343581
"MS4A6A",2.67024211632571,1.20796667167116,7103.9082272379,1.05121600005637e-125,3.50606006009989e-124,277.563566869099
"SUMO1",2.66377140720337,1.20503944611581,4767.26486967182,1.19253265653052e-118,1.32579511638658e-117,262.256460990915
"GSTO1",2.66319274412398,1.20477766996085,4836.46046643712,6.6312641501732e-119,7.57244357178903e-118,262.824713078067
"PPP2R5C",2.65768284853679,1.2022850981476,6538.91015104359,3.07241001399369e-124,7.52790168800849e-123,274.468343133336
"DUSP10",2.65741105310977,1.20216214307347,8870.0478094282,1.24336244970475e-129,1.16216013663144e-127,285.551714572856
"BCAS2",2.65557777100654,1.20133280116963,6523.24016355065,3.38777924540989e-124,8.14250052920581e-123,274.377950518699
"SMURF2",2.64941121382647,1.19854316815959,1117.36127833538,5.44885078150486e-93,1.58240311725252e-92,202.818371045533
"SRP19",2.64156584418937,1.19499407237139,8663.40780422425,3.24722205231133e-129,2.67225197370098e-127,284.727771751739
"HSPB11",2.63356557790025,1.19137490428821,5654.74411936907,1.14009716718477e-121,1.80957560854422e-120,268.924850192331
