1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
ABCC10,3.9055862426757812,3.8838677406311035,3.8968827724456787,3.881706476211548,3.9142258167266846,3.91474986076355,3.8875279426574707,3.883584976196289,3.8739750385284424,3.905364990234375,3.900700569152832,3.9092209339141846,3.892484188079834,3.9080846309661865,3.888136863708496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC3,5.232950210571289,5.2699480056762695,5.266600608825684,5.264710903167725,5.270508766174316,5.253396987915039,5.271975994110107,5.257038116455078,5.270387172698975,5.258016586303711,5.236014366149902,5.259883880615234,5.264773368835449,5.280618190765381,5.278907775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC4,5.023598670959473,5.060216426849365,5.039497375488281,5.024359226226807,5.010736465454102,5.042389392852783,5.0115814208984375,5.007376670837402,4.993371963500977,5.025975227355957,5.016719341278076,5.042263031005859,5.044504165649414,5.0180439949035645,5.0271759033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC5,5.627180099487305,5.619014739990234,5.616619110107422,5.618930816650391,5.62489652633667,5.641085624694824,5.597576141357422,5.605134010314941,5.617344379425049,5.633090972900391,5.625909805297852,5.597030162811279,5.615478992462158,5.61298942565918,5.620118618011475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCD3,2.140181064605713,2.1292803287506104,2.1412909030914307,2.127018690109253,2.136544704437256,2.123849868774414,2.1416187286376953,2.1306324005126953,2.1098475456237793,2.119062900543213,2.1025445461273193,2.1174497604370117,2.1187877655029297,2.122039318084717,2.117725133895874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCE1,8.152210235595703,8.166168212890625,8.173070907592773,8.154069900512695,8.174097061157227,8.187063217163086,8.180618286132812,8.169380187988281,8.162271499633789,8.183053016662598,8.159542083740234,8.180273056030273,8.17692756652832,8.170702934265137,8.18954086303711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCF2,6.465713977813721,6.466994762420654,6.482439994812012,6.450504779815674,6.471614837646484,6.478122711181641,6.473287105560303,6.437907695770264,6.491320610046387,6.492897987365723,6.469561576843262,6.476291656494141,6.479842662811279,6.478063106536865,6.461432456970215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG1,4.597372531890869,4.617065906524658,4.603548526763916,4.598176956176758,4.610340118408203,4.567401885986328,4.619948387145996,4.599456787109375,4.57293176651001,4.6168646812438965,4.622363090515137,4.586671352386475,4.5933685302734375,4.593217849731445,4.614645957946777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG2,2.045236825942993,2.0184378623962402,2.0581436157226562,2.037092685699463,2.031477689743042,2.0699684619903564,2.071343183517456,2.0083847045898438,2.0273685455322266,2.056241512298584,2.042088508605957,2.075377941131592,2.072772979736328,2.037147045135498,2.0427908897399902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD11,6.539638996124268,6.54237174987793,6.549506664276123,6.533328056335449,6.544266223907471,6.554144859313965,6.536561012268066,6.529475212097168,6.527697563171387,6.544820785522461,6.517580986022949,6.513190746307373,6.567568778991699,6.540444374084473,6.551573753356934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD12,10.044235229492188,10.023065567016602,10.031095504760742,10.001081466674805,10.01205825805664,10.027860641479492,10.019824981689453,9.996627807617188,10.00017261505127,10.047630310058594,9.998832702636719,10.009428977966309,10.015116691589355,10.029838562011719,10.024402618408203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD14B,4.631091117858887,4.637234687805176,4.628668785095215,4.638714790344238,4.642035961151123,4.620358943939209,4.661561012268066,4.6173882484436035,4.616682052612305,4.613581657409668,4.636386871337891,4.63144063949585,4.608353614807129,4.628192901611328,4.629961967468262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD16A,0.5142364501953125,0.51218181848526,0.5257701277732849,0.5170527696609497,0.5066741704940796,0.5233744382858276,0.5227872729301453,0.515576183795929,0.5216060280799866,0.517427921295166,0.5183560848236084,0.5265724062919617,0.5097537040710449,0.5253011584281921,0.5321050882339478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17B,6.756004810333252,6.761260986328125,6.769883155822754,6.751986980438232,6.775297164916992,6.786746025085449,6.76495361328125,6.749518394470215,6.756247520446777,6.792159080505371,6.755426406860352,6.772602081298828,6.781187057495117,6.749341011047363,6.790558815002441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD2,7.902209281921387,7.873993873596191,7.877368450164795,7.914032459259033,7.928740501403809,7.920724391937256,7.929440498352051,7.9143548011779785,7.9122819900512695,7.921919822692871,7.914107322692871,7.904277801513672,7.918173789978027,7.931314468383789,7.891592025756836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD5,10.213175773620605,10.219642639160156,10.194961547851562,10.208304405212402,10.23130989074707,10.241479873657227,10.187705993652344,10.221685409545898,10.220466613769531,10.245471954345703,10.217116355895996,10.213665962219238,10.228625297546387,10.231990814208984,10.233784675598145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI3BP,2.395610809326172,2.416783332824707,2.4136013984680176,2.4089956283569336,2.4000425338745117,2.4188179969787598,2.415977716445923,2.3994951248168945,2.4173994064331055,2.4038565158843994,2.421581268310547,2.400820255279541,2.42440128326416,2.4036920070648193,2.4296350479125977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079767.4,5.1235175132751465,5.142731666564941,5.16542911529541,5.145071506500244,5.169537544250488,5.151976585388184,5.151508331298828,5.142688274383545,5.142375469207764,5.160308837890625,5.17719841003418,5.1565399169921875,5.1615986824035645,5.174517631530762,5.1592936515808105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC083843.1,0.8885873556137085,0.8973982930183411,0.9003052115440369,0.914353609085083,0.8825296759605408,0.9159587025642395,0.8402652144432068,0.8291189074516296,0.8794894814491272,0.8864505887031555,0.8795077800750732,0.8898871541023254,0.9092209935188293,0.804277777671814,0.8954901695251465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAA2,8.948450088500977,8.942025184631348,8.93082332611084,8.929849624633789,8.941608428955078,8.949135780334473,8.948029518127441,8.926656723022461,8.935562133789062,8.961114883422852,8.93781852722168,8.941442489624023,8.953390121459961,8.944421768188477,8.911558151245117,12.013083457946777,11.987447738647461,12.013360977172852,12.033689498901367,12.0060396194458,12.008722305297852,12.029308319091797,12.006305694580078,12.005088806152344,11.985066413879395,12.02798843383789,12.013708114624023,12.010048866271973,11.981842041015625,11.997588157653809,12.00460433959961,11.997916221618652,12.011591911315918,12.008923530578613,11.989768981933594,12.019369125366211,12.004539489746094,12.029919624328613,12.003649711608887,12.004573822021484,12.01419448852539,12.001261711120605,12.007746696472168,12.019901275634766,12.029172897338867,11.99923324584961,12.021944046020508,11.97087574005127,12.004351615905762,12.01262092590332,12.008285522460938,11.996053695678711,12.003000259399414,11.991016387939453,11.989356994628906,11.984756469726562
ACACA,1.6482912302017212,1.643014669418335,1.6509591341018677,1.683517336845398,1.6732844114303589,1.6729778051376343,1.6606146097183228,1.6630322933197021,1.671122431755066,1.6626930236816406,1.6637128591537476,1.6557986736297607,1.653489112854004,1.673957109451294,1.6742982864379883,9.405596733093262,9.373750686645508,9.40250015258789,9.404581069946289,9.407892227172852,9.396650314331055,9.392995834350586,9.399921417236328,9.397222518920898,9.379812240600586,9.399803161621094,9.426319122314453,9.40131950378418,9.386811256408691,9.402264595031738,9.38275146484375,9.398571968078613,9.406370162963867,9.400154113769531,9.39924430847168,9.408954620361328,9.398971557617188,9.422767639160156,9.409461975097656,9.386558532714844,9.40513801574707,9.397059440612793,9.38820743560791,9.393083572387695,9.420616149902344,9.389375686645508,9.419269561767578,9.392037391662598,9.397927284240723,9.405198097229004,9.40234088897705,9.399023056030273,9.395526885986328,9.39643669128418,9.393270492553711,9.380462646484375
