1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
ABCG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.321893692016602,5.3473992347717285,5.324257850646973,5.3400983810424805,5.356416702270508,5.34377384185791,5.307966709136963,5.309136390686035,5.326338768005371,5.319437503814697,5.328804016113281,5.334666728973389,5.316579818725586,5.31246280670166,5.30269193649292,5.347377300262451,5.336706161499023,5.322203636169434,5.345276832580566,5.340104103088379,5.33827018737793,5.3690290451049805,5.329837799072266
ABCG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04310417175293,6.044706344604492,6.040399551391602,6.051146984100342,6.01472282409668,6.033760070800781,6.003026008605957,6.026423454284668,6.07184362411499,6.021994590759277,6.026203632354736,6.028717994689941,6.0348100662231445,6.015481472015381,6.032140731811523,6.036960601806641,6.055075168609619,6.019631862640381,6.014029502868652,6.072721481323242,6.02989387512207,6.116170883178711,6.042969703674316
ABHD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121069431304932,6.1308441162109375,6.13969087600708,6.137701034545898,6.123204231262207,6.113644123077393,6.100165367126465,6.117148399353027,6.1166534423828125,6.126503944396973,6.128444194793701,6.120683670043945,6.127645492553711,6.111627101898193,6.102425575256348,6.129783630371094,6.142137050628662,6.087147235870361,6.1225152015686035,6.126714706420898,6.1045403480529785,6.118278503417969,6.11810827255249
ABHD11,39.10429382324219,39.17131042480469,39.13722229003906,39.20354461669922,39.179420471191406,39.217369079589844,39.13481903076172,39.17524719238281,39.15765380859375,39.14640808105469,39.20158386230469,39.076560974121094,39.12602233886719,39.16737365722656,39.14274597167969,39.120582580566406,39.16529846191406,39.17353057861328,39.1688346862793,7.476544380187988,7.4706525802612305,7.496526718139648,7.4996795654296875,7.482847213745117,7.498429298400879,7.481069564819336,7.4828081130981445,7.487896919250488,7.4769439697265625,7.468358039855957,7.498406410217285,7.478610992431641,7.47913932800293,7.467740058898926,7.498994827270508,7.514338493347168,7.458972454071045,7.468505859375,7.483442306518555,7.471412181854248,7.490506649017334,7.5015106201171875
ABHD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36630916595459,6.382386207580566,6.359945297241211,6.377023696899414,6.387175559997559,6.4021735191345215,6.348608493804932,6.35186767578125,6.3693389892578125,6.385249614715576,6.339582443237305,6.356743812561035,6.3385210037231445,6.330059051513672,6.350426197052002,6.3681111335754395,6.407452583312988,6.369556427001953,6.3199005126953125,6.405488014221191,6.371012210845947,6.416718482971191,6.4147443771362305
ABHD13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.958778142929077,2.961740732192993,2.9415395259857178,2.9752135276794434,2.98079514503479,2.9367213249206543,2.9720988273620605,2.932098150253296,2.9566421508789062,2.9684886932373047,2.9514429569244385,2.9597253799438477,2.934739112854004,2.927560806274414,2.9443490505218506,2.968390464782715,2.9516055583953857,2.957275867462158,2.9556005001068115,2.948550224304199,2.949434518814087,3.024448871612549,3.006046772003174
ABHD14B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.137444972991943,5.139312744140625,5.158697128295898,5.1458892822265625,5.145888805389404,5.157741546630859,5.146895408630371,5.137883186340332,5.160943031311035,5.142760276794434,5.13466739654541,5.128411293029785,5.141144752502441,5.1231842041015625,5.1591644287109375,5.14974308013916,5.140407562255859,5.14448356628418,5.132173538208008,5.163515090942383,5.144519805908203,5.152371406555176,5.14559268951416
ABHD15,22.993579864501953,22.98236083984375,23.032060623168945,23.03376007080078,23.027942657470703,23.07404899597168,22.951250076293945,23.02417755126953,22.994430541992188,23.00869369506836,23.0114688873291,22.98651123046875,22.964956283569336,23.006591796875,22.992919921875,23.0163631439209,22.995574951171875,22.99173927307129,23.004924774169922,7.536196708679199,7.570825576782227,7.564362525939941,7.560965538024902,7.626773834228516,7.560271739959717,7.487630844116211,7.597492218017578,7.588103294372559,7.5837507247924805,7.551048278808594,7.518409729003906,7.518863677978516,7.481257438659668,7.492501735687256,7.481639862060547,7.546771049499512,7.514898777008057,7.501747131347656,7.495997428894043,7.588855743408203,7.559694290161133,7.51544189453125
ABHD17B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.148727416992188,8.170097351074219,8.184873580932617,8.160396575927734,8.15357780456543,8.165481567382812,8.173290252685547,8.157975196838379,8.203899383544922,8.205293655395508,8.160938262939453,8.15971851348877,8.177543640136719,8.147649765014648,8.155889511108398,8.18847942352295,8.16008472442627,8.119022369384766,8.150325775146484,8.16024398803711,8.184744834899902,8.17442798614502,8.160333633422852
ABHD17C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.486345291137695,6.4853925704956055,6.474611282348633,6.507414817810059,6.500146865844727,6.479592323303223,6.4787187576293945,6.50125789642334,6.474178314208984,6.473212242126465,6.493317604064941,6.4832763671875,6.480823993682861,6.508520603179932,6.470520973205566,6.512384414672852,6.493027210235596,6.494671821594238,6.462179183959961,6.460925102233887,6.496636390686035,6.468527317047119,6.503096103668213
ABHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.026180267333984,8.004010200500488,8.050830841064453,8.042485237121582,8.048423767089844,8.013952255249023,8.011863708496094,8.015856742858887,8.005919456481934,8.056232452392578,8.008853912353516,8.028844833374023,8.030871391296387,8.029492378234863,8.05082893371582,8.050167083740234,7.997481346130371,8.01742172241211,8.013031959533691,8.035840034484863,8.049753189086914,8.04440975189209,8.034412384033203
ABHD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.540499687194824,4.544668197631836,4.5247039794921875,4.526016712188721,4.5197343826293945,4.56088924407959,4.5222954750061035,4.524305820465088,4.528467178344727,4.525190830230713,4.519387245178223,4.525753021240234,4.542227745056152,4.530826568603516,4.526667594909668,4.52679967880249,4.525777816772461,4.53359317779541,4.516630172729492,4.5339202880859375,4.54978609085083,4.53843355178833,4.528141975402832
ABHD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.060441970825195,6.065372467041016,6.063045501708984,6.057614326477051,6.065943717956543,6.040358543395996,6.049310684204102,6.03956413269043,6.062934398651123,6.068997383117676,6.056912899017334,6.0561628341674805,6.047695636749268,6.045071601867676,6.040143013000488,6.067462921142578,6.05478572845459,6.036388874053955,6.053197860717773,6.076261043548584,6.062236785888672,6.028430461883545,6.035665035247803
ABHD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.159570693969727,8.161161422729492,8.164172172546387,8.149660110473633,8.15081787109375,8.138641357421875,8.154172897338867,8.137788772583008,8.14999771118164,8.150644302368164,8.140799522399902,8.184429168701172,8.166936874389648,8.149703979492188,8.120400428771973,8.164236068725586,8.155851364135742,8.14295768737793,8.141597747802734,8.153267860412598,8.141865730285645,8.165887832641602,8.163837432861328
ABI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.440813064575195,7.48026180267334,7.484831809997559,7.487070560455322,7.481607437133789,7.474366664886475,7.460140705108643,7.452066421508789,7.448546409606934,7.460432052612305,7.430418014526367,7.465280532836914,7.457461357116699,7.454826831817627,7.459716796875,7.478078842163086,7.477041721343994,7.465521335601807,7.437843322753906,7.471226692199707,7.475285053253174,7.504403114318848,7.4858503341674805
ABI3BP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1343183517456055,5.141707897186279,5.148490905761719,5.157608985900879,5.133475303649902,5.164856910705566,5.129992485046387,5.14207649230957,5.155875205993652,5.127702713012695,5.120217323303223,5.1403679847717285,5.139047622680664,5.137291431427002,5.12303352355957,5.136429786682129,5.156787395477295,5.150618076324463,5.159801006317139,5.138302326202393,5.146849155426025,5.149322509765625,5.154517650604248
ABLIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918271541595459,7.929187774658203,7.944031715393066,7.939785003662109,7.90260124206543,7.942728042602539,7.920374870300293,7.929617881774902,7.898128509521484,7.925874710083008,7.901110649108887,7.936532497406006,7.918115615844727,7.9145402908325195,7.917415142059326,7.925780773162842,7.925893783569336,7.905173301696777,7.891412258148193,7.92247200012207,7.9257073402404785,7.90513801574707,7.92545747756958
ABLIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.535574436187744,7.5894060134887695,7.54789924621582,7.554671287536621,7.5589423179626465,7.561098098754883,7.540531635284424,7.5682854652404785,7.555654525756836,7.572859287261963,7.562773704528809,7.52509880065918,7.587899684906006,7.549777984619141,7.556774139404297,7.546561241149902,7.568333148956299,7.556779384613037,7.542943477630615,7.564334392547607,7.548783302307129,7.588024616241455,7.558091163635254
ABRACL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.848285675048828,4.881048679351807,4.902359485626221,4.892316818237305,4.85901403427124,4.89993953704834,4.849067687988281,4.866211891174316,4.877248287200928,4.908975124359131,4.83960485458374,4.834310531616211,4.859713077545166,4.852590560913086,4.863285064697266,4.867439270019531,4.865768909454346,4.830630302429199,4.8287882804870605,4.843332290649414,4.855852127075195,4.894023895263672,4.879548072814941
ABT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.049928188323975,7.022873878479004,7.045572757720947,7.047425270080566,7.0333404541015625,7.038465976715088,7.0337443351745605,7.033216953277588,7.047963619232178,7.03665828704834,7.026668071746826,7.0132670402526855,7.056410789489746,7.018099784851074,7.034549236297607,7.048059463500977,7.049741744995117,7.025726318359375,7.003175735473633,7.02683162689209,7.048388481140137,7.052114486694336,7.042753219604492
AC083843.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5571861267089844,3.555819034576416,3.567032814025879,3.563835620880127,3.55198335647583,3.547044277191162,3.5439510345458984,3.551924705505371,3.5600833892822266,3.565833568572998,3.5518009662628174,3.540656805038452,3.5599327087402344,3.5721383094787598,3.5673885345458984,3.564119815826416,3.559347152709961,3.5654330253601074,3.547370433807373,3.5643105506896973,3.546553611755371,3.557682514190674,3.5541274547576904
ACAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.832117080688477,4.852978706359863,4.831717491149902,4.843830108642578,4.816230773925781,4.816145896911621,4.834095001220703,4.824995994567871,4.794349670410156,4.8449554443359375,4.842762470245361,4.834027290344238,4.857063293457031,4.828963756561279,4.851925849914551,4.849374771118164,4.835028648376465,4.817415237426758,4.816213607788086,4.845391750335693,4.8627190589904785,4.861557960510254,4.8273024559021
ACAA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.771585464477539,9.754507064819336,9.778050422668457,9.773672103881836,9.769615173339844,9.791099548339844,9.751264572143555,9.750280380249023,9.764958381652832,9.775751113891602,9.733379364013672,9.763643264770508,9.739544868469238,9.7571439743042,9.738800048828125,9.7305908203125,9.786014556884766,9.760493278503418,9.740471839904785,9.76346206665039,9.774920463562012,9.729166030883789,9.785924911499023
ACACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.164379119873047,8.182586669921875,8.17324161529541,8.176820755004883,8.191003799438477,8.178115844726562,8.164030075073242,8.168582916259766,8.159473419189453,8.157318115234375,8.133540153503418,8.17249870300293,8.156017303466797,8.151787757873535,8.152082443237305,8.153728485107422,8.173788070678711,8.138567924499512,8.152020454406738,8.178974151611328,8.18587875366211,8.174810409545898,8.152087211608887
ACADSB,24.331974029541016,24.3783016204834,24.35320472717285,24.37095069885254,24.35364532470703,24.345043182373047,24.304792404174805,24.390640258789062,24.327003479003906,24.341035842895508,24.377151489257812,24.352096557617188,24.33738136291504,24.384521484375,24.36138153076172,24.384471893310547,24.293624877929688,24.31561851501465,24.338037490844727,8.320449829101562,8.32237720489502,8.346492767333984,8.330398559570312,8.35142993927002,8.339436531066895,8.305275917053223,8.310100555419922,8.30891227722168,8.31170654296875,8.292874336242676,8.302722930908203,8.269746780395508,8.313169479370117,8.320934295654297,8.322647094726562,8.342531204223633,8.30208969116211,8.321558952331543,8.31006145477295,8.329444885253906,8.320674896240234,8.334150314331055
ACADVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6547768115997314,3.6899948120117188,3.6689605712890625,3.6356849670410156,3.677877426147461,3.66696834564209,3.655061721801758,3.6409363746643066,3.654202938079834,3.643720865249634,3.660081386566162,3.6259360313415527,3.643139123916626,3.650404453277588,3.6373672485351562,3.6680352687835693,3.6657745838165283,3.6556057929992676,3.6591053009033203,3.650519847869873,3.6618659496307373,3.636507034301758,3.638556957244873
ACAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57334566116333,5.597960472106934,5.575373649597168,5.602655410766602,5.592617034912109,5.588623046875,5.585366249084473,5.605964183807373,5.594688415527344,5.6015305519104,5.602575778961182,5.586344242095947,5.565418243408203,5.5780839920043945,5.578001022338867,5.582842826843262,5.586835861206055,5.576279640197754,5.5799360275268555,5.591869831085205,5.588407516479492,5.5817975997924805,5.579686164855957
ACAT1,39.18508529663086,39.27900695800781,39.251983642578125,39.27090072631836,39.191749572753906,39.338722229003906,39.2412109375,39.303531646728516,39.26386642456055,39.209171295166016,39.30327606201172,39.239097595214844,39.23500442504883,39.333370208740234,39.22007751464844,39.25111770629883,39.292388916015625,39.25202560424805,39.25624084472656,4.6035261154174805,4.607850074768066,4.6099324226379395,4.58378791809082,4.597821235656738,4.6138787269592285,4.610090255737305,4.594518661499023,4.588626861572266,4.5968170166015625,4.598241806030273,4.619839668273926,4.592216968536377,4.612144947052002,4.585596084594727,4.6103925704956055,4.625173568725586,4.617478370666504,4.568472385406494,4.603738784790039,4.602438926696777,4.607774257659912,4.595094203948975
