,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
CRYBA4,0.000408153330117762,0.0122515540169462,3.89853328810201,0.00314260597808332,0.997492567336624,NA,NOT_CHANGE
MIAT,0.0459195972320855,-0.0799858056124974,0.662991168327586,-0.120643847812127,0.903973136940912,NA,NOT_CHANGE
CTA-211A9.5,0.0216472896805267,-0.0352030312031341,1.02371966627731,-0.0343873741638154,0.972568251476241,NA,NOT_CHANGE
RP1-90L6.2,0.00122227733404263,0.0237651339897634,3.89853328810201,0.0060959166521144,0.9951361923427,NA,NOT_CHANGE
PITPNB,0.0435419770702226,-0.105856174782356,0.637966061547528,-0.165927595780846,0.868213930223527,NA,NOT_CHANGE
TTC28,0.00816691939201069,-0.0199947261331972,1.93265715098528,-0.0103457181337123,0.991745458483562,NA,NOT_CHANGE
CHEK2,0.00999270388163388,-0.0128863051344035,1.71619234722597,-0.00750866017741704,0.994009012267469,NA,NOT_CHANGE
HSCB,0.0521779844526437,-0.109270145024123,0.553393580364684,-0.197454666807148,0.843471753646373,NA,NOT_CHANGE
CCDC117,0.0320269056836775,-0.162997159806565,0.777373206169165,-0.209676843134075,0.833919900273286,NA,NOT_CHANGE
XBP1,0.133174392891176,-0.245644567221487,0.308855799249995,-0.795337396344813,0.4264172656931,0.499928620719156,NOT_CHANGE
CTA-292E10.6,0.0102417644197226,0.0117058000798707,1.67114479876477,0.00700465937393518,0.994411136135061,NA,NOT_CHANGE
ZNRF3,0.00163173313019668,0.0165156124802954,3.89853328810201,0.00423636564312522,0.996619879369826,NA,NOT_CHANGE
CTA-747E2.11,0.00285289695822547,0.0121106199600195,3.78308635946949,0.00320125389940022,0.99744577330109,NA,NOT_CHANGE
KREMEN1,0.000407199430904578,0.0122515540169462,3.89853328810201,0.00314260597808332,0.997492567336624,NA,NOT_CHANGE
EMID1,0.000414411014816717,0.0209224283475307,3.89853328810201,0.0053667435420865,0.995717978741074,NA,NOT_CHANGE
RHBDD3,0.00773659866742246,0.00317457721616285,2.06675326775121,0.00153602138469922,0.998774432734012,NA,NOT_CHANGE
EWSR1,0.198158818842108,-0.734009457345005,0.204438512189821,-3.59036782983178,0.000330211640486246,0.000905869733068756,NOT_CHANGE
GAS2L1,0.000407664686838991,0.0209224283475305,3.89853328810201,0.00536674354208645,0.995717978741074,NA,NOT_CHANGE
RASL10A,0.00101638548589211,0.00642338532859451,3.89853328810201,0.00164764152410809,0.998685372860984,NA,NOT_CHANGE
AP1B1,0.0700314280395316,-0.276076700769944,0.439025276945504,-0.628840103901838,0.529453741926001,NA,NOT_CHANGE
RFPL1-AS1,0.0012207272690896,0.0237651339897634,3.89853328810201,0.0060959166521144,0.9951361923427,NA,NOT_CHANGE
NEFH,0.000814234386566368,0.00500203250747797,3.89853328810201,0.00128305496909408,0.998976270530381,NA,NOT_CHANGE
THOC5,0.0220678652206296,-0.055530788905831,1.02398228376178,-0.054230224278714,0.956751740615874,NA,NOT_CHANGE
NIPSNAP1,0.0326404879603092,-0.00407476187032337,0.76323080298104,-0.00533883309532071,0.995740247736602,NA,NOT_CHANGE
NF2,0.0281659836912632,-0.0717367539511281,0.876734297503087,-0.0818226846553537,0.934787716809808,NA,NOT_CHANGE
ZMAT5,0.0395827490103175,-0.0998851013542957,0.689064323543979,-0.14495758660174,0.884744358998685,NA,NOT_CHANGE
UQCR10,0.589055127272319,-1.10745916836981,0.113210166051379,-9.78232968819425,1.34087968126688e-22,1.65959351313353e-21,DOWN
ASCC2,0.0905544411520121,-0.166424780875827,0.360281351281875,-0.461930045181886,0.644131487194983,NA,NOT_CHANGE
MTMR3,0.0138922382834068,-0.0188553115178503,1.36450291300916,-0.0138184472441091,0.988974825166014,NA,NOT_CHANGE
RP3-394A18.1,0.0130996770020955,0.0129855515019928,1.48148366901658,0.00876523432122115,0.993006444415094,NA,NOT_CHANGE
LIF,0.00244650568084144,-0.00523295204810966,3.89853328810201,-0.00134228738384258,0.998929009941878,NA,NOT_CHANGE
OSM,0.006988165059752,-0.00833986758172893,2.14615257062055,-0.00388596211466806,0.996899458628235,NA,NOT_CHANGE
GATSL3,0.0102057507004418,0.00303474150239736,1.67136269363352,0.00181572887438326,0.998551258760578,NA,NOT_CHANGE
TBC1D10A,0.0334871315218208,-0.0359163342147772,0.749609987156236,-0.047913361388142,0.96178529077358,NA,NOT_CHANGE
SF3A1,0.0618688301764962,-0.17053911137608,0.500633167631228,-0.340646849634424,0.733369455673545,NA,NOT_CHANGE
CCDC157,0.00614228727930482,0.0234998537484678,2.32617540046719,0.010102356745647,0.99193962262897,NA,NOT_CHANGE
RNF215,0.00204398567284613,0.017936965301411,3.89853328810201,0.004600952198139,0.996328984227927,NA,NOT_CHANGE
SEC14L2,0.00184130136596894,0.000595216640242172,3.89853328810201,0.000152677070132689,0.999878181323426,NA,NOT_CHANGE
KIAA1658,0.000410297617981888,0.0209224283475306,3.89853328810201,0.00536674354208647,0.995717978741074,NA,NOT_CHANGE
MTFP1,0.024367098550808,-0.127884861787005,0.972722909119062,-0.131471008432219,0.895402719403209,NA,NOT_CHANGE
RP4-539M6.22,0.00450596985453228,-0.00820595730829581,3.00395838054547,-0.00273171471397208,0.997820409715984,NA,NOT_CHANGE
SEC14L4,0.000409131964109693,0.0209224283475307,3.89853328810201,0.0053667435420865,0.995717978741074,NA,NOT_CHANGE
GAL3ST1,0.000814413275806115,0.0223437811686471,3.89853328810201,0.00573133009710045,0.995427085237967,NA,NOT_CHANGE
PES1,0.0265356751561367,-0.0875148034083595,0.906135210495747,-0.0965802922065904,0.923059707858631,NA,NOT_CHANGE
TCN2,0.00185242260360375,0.00926609097082698,3.89853328810201,0.00237681463413594,0.998103578085092,NA,NOT_CHANGE
SLC35E4,0.00163594143827145,0.0251864868108799,3.89853328810201,0.00646050320712839,0.994845300093938,NA,NOT_CHANGE
DUSP18,0.021257388802875,-0.0279533763620935,1.03746009438607,-0.0269440497165678,0.978504359664441,NA,NOT_CHANGE
OSBP2,0.000819121427479439,0.0223437811686469,3.89853328810201,0.0057313300971004,0.995427085237967,NA,NOT_CHANGE
C22orf27,0.0114342865685404,0.0159706986319354,1.55150124834365,0.0102937065948128,0.991786955477728,NA,NOT_CHANGE
MORC2,0.0116673053454352,-0.0172921797807489,1.55122137503637,-0.0111474610001061,0.991105797183911,NA,NOT_CHANGE
TUG1,0.0623049181308295,-0.0997489526569563,0.483976209750341,-0.20610300805573,0.836710449127503,NA,NOT_CHANGE
