"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NDOR1",-2.73408872085317,1.36704436042659,-600.026382824156,0,0,738.915254419828
"SLC23A3",-2.72038610770288,1.36019305385144,-1461.5971078208,0,0,916.085486971869
"NDC80",-2.69253236609628,1.34626618304814,-666.088250247996,0,0,759.763172807685
"SLC24A3",-2.67622721172081,1.33811360586041,-1288.58324438907,0,0,891.13223686342
"NDN",-2.65109838303814,1.32554919151907,-498.99958554798,2.21977423033665e-310,2.00539299288209e-309,702.101555355458
"SLAMF6",-2.64904278746687,1.32452139373344,-1004.92204478261,0,0,841.733763401307
"SLC10A1",-2.6440893523016,1.3220446761508,-990.177000950822,0,0,838.792077613398
"SLC19A3",-2.63765397058484,1.31882698529242,-1020.78458445333,0,0,844.850078996128
"SLC24A1",-2.63388718886348,1.31694359443174,-1032.09111052705,0,0,847.041590682325
"LINC01594",-2.62300671255873,1.31150335627936,-247.356423128011,8.58764767033618e-250,3.85106968192239e-249,561.997350453822
"SLC22A3",-2.6151894408495,1.30759472042475,-1018.61597151208,0,0,844.426938947312
"SLC17A4",-2.60462221713711,1.30231110856855,-338.863879163542,5.97610680364999e-277,3.68173632639733e-276,624.813488106917
"LL09NC01-139C3.1",-2.60322406746889,1.30161203373444,-225.043447619739,1.20460675175517e-241,4.99211449215747e-241,543.150183670609
"SLC22A4",-2.59871356590281,1.2993567829514,-1253.41051368012,0,0,885.642768819412
"SLC16A7",-2.59486978215314,1.29743489107657,-470.186274056843,3.06036500578787e-305,2.58769653158433e-304,690.223456576061
"AKAP6",-2.58611921272532,1.29305960636266,-219.047693054315,2.55231573494759e-239,1.02842886143055e-238,537.768841123043
"SLC12A4",-2.5814424124133,1.29072120620665,-495.70965890959,8.27824190149093e-310,7.43633374591397e-309,700.780522462753
"SLC15A1",-2.57835856243111,1.28917928121555,-1909.22862301306,0,0,968.736170640844
"SLC25A15",-2.56969286898395,1.28484643449198,-1047.25951153941,0,0,849.943807586345
"VPS9D1",-2.56859471916553,1.28429735958276,-1957.64415228279,0,0,973.64703714927
"SLC13A5",-2.56184549899052,1.28092274949526,-1009.13108170246,0,0,842.565480699188
"LINC01597",-2.56167175541338,1.28083587770669,-293.482741672917,1.53598073427923e-264,8.13105879980864e-264,596.111042504138
"SLC23A1",-2.56011911844607,1.28005955922304,-1343.17712799292,0,0,899.357699596697
"SLC14A1",-2.55949211501753,1.27974605750877,-849.505628958087,0,0,808.273837296219
"FAM78B",-2.55558944013137,1.27779472006569,-600.935972765031,0,0,739.21765204854
"SLC14A2",-2.5452906865192,1.2726453432596,-1814.41915648006,0,0,958.733337973649
"SLC12A3",-2.53831260340263,1.26915630170132,-1028.07084246513,0,0,846.265147190544
"SLC18A1",-2.53704809913798,1.26852404956899,-1208.47471295431,0,0,878.397116302309
"SLAMF9",-2.53650521229715,1.26825260614858,-758.636095807316,0,0,785.718696494001
"SLC22A9",-2.53413268227184,1.26706634113592,-521.755381838894,3.10861720518837e-314,2.95837429087739e-313,711.006898371301
"SLC10A5",-2.53266666309247,1.26633333154624,-1734.88704030093,0,0,949.915593922807
"SLC10A4",-2.5303757138776,1.2651878569388,-1536.78362516639,0,0,926.001540066217
"SLC12A8",-2.52705446574873,1.26352723287436,-807.786104833316,0,0,798.236175519973
"ADAMTS3",-2.52622077386064,1.26311038693032,-724.944737847851,0,0,776.65771238453
"SLC16A13",-2.52597524354314,1.26298762177157,-456.641603680068,1.02661115073529e-302,8.47935606308359e-302,684.385688836067
"SLC16A5",-2.51857548196915,1.25928774098458,-521.835565977529,3.01499638283898e-314,2.8711949521513e-313,711.037585254371
"SLC16A12",-2.5176155518281,1.25880777591405,-911.639753865175,0,0,822.338182722703
"ADAMTS18",-2.51733790949932,1.25866895474966,-2626.91008292573,0,0,1030.86047317741
"SLC25A34",-2.51465440358571,1.25732720179285,-631.30451904453,0,0,749.058787058762
"SLC15A2",-2.51427853828571,1.25713926914285,-515.060122586164,4.06178500765883e-313,3.79490111635658e-312,708.427782915186
"SLC25A20",-2.50508612915761,1.34861551096383,-692.73497403404,0,0,767.590447980476
"LRRN3",-2.50046245700178,1.25023122850089,-550.816804881726,6.42720117361961e-319,6.52608347197828e-318,721.830491790278
"SLC16A11",-2.49864872236005,1.24932436118002,-507.214807832751,8.61334549488946e-312,7.91184622262533e-311,705.362584222767
"GJB6",-2.49839239084258,1.24919619542129,-1253.24554955554,0,0,885.616655058451
"SLC23A2",-2.49761875523957,1.24880937761979,-160.866170730569,9.00847279633574e-213,2.82687185085984e-212,476.347402501191
"SLAMF7",-2.4974516749715,1.24872583748575,-2010.16556109366,0,0,978.833375590326
"SLC22A31",-2.49256477809495,1.24628238904747,-644.82550094522,0,0,753.288473647418
"NDP",-2.49221923843625,1.24610961921813,-179.356065926648,4.06789196659084e-222,1.38339379474521e-221,497.969564695593
"CNR1",-2.48972843820415,1.24486421910207,-352.548418860848,2.28136366343284e-280,1.45647650630983e-279,632.718499871115
"SLC38A7",-2.48597631751584,1.24298815875792,-297.539173366211,1.00436072130177e-265,5.38074650239684e-265,598.850793067574
"LRRC32",-2.48573914649688,1.24286957324844,-978.678167269625,0,0,836.467141114136
"CNR2",-2.48383749593591,1.24191874796795,-212.559542069475,9.91484324381513e-237,3.88740388569385e-236,531.778365580563
"SLC24A4",-2.47846100723034,1.23923050361517,-716.231780293929,0,0,774.245523068354
"SLC16A4",-2.47399983289607,1.23699991644803,-388.08329863329,1.16117302593947e-288,8.15854246318039e-288,651.895820457192
"CMYA5",-2.47274639153217,1.23637319576609,-758.215454434624,0,0,785.608082600927
"SLC17A7",-2.4687058343964,1.2343529171982,-1907.30418067268,0,0,968.538304456393
"SLC22A23",-2.46054334582879,1.23027167291439,-1185.15384242772,0,0,874.528115414764
"SLC25A18",-2.44879368971211,1.22439684485606,-312.258703854811,6.83527586017354e-270,3.87450070229161e-269,608.489121781692
"SLC15A3",-2.44172561980389,1.22086280990194,-479.770375313116,5.52273462463888e-307,4.78323844525224e-306,694.253432370979
"HIST1H2BF",-2.43864036876657,1.21932018438328,-755.719645409126,0,0,784.95050059163
"CFAP99",-2.43504142142521,1.21752071071261,-329.20368406507,1.87623052324125e-274,1.12384631677846e-273,619.038963676001
"POMK",-2.43103730052948,1.21551865026474,-174.684144248979,7.54517969815006e-220,2.52201833005457e-219,492.721457818004
"RP1-92O14.6",-2.42144227145473,1.21072113572736,-144.002506211387,2.82350277175734e-203,8.15310016491242e-203,454.375704696076
"IGSF5",-2.41408281547431,1.20704140773715,-486.384206754813,3.62302266454554e-308,3.18825994480008e-307,696.987741782197
"FMNL3",-2.40809345060018,1.20404672530009,-524.989869720148,9.08798062246455e-315,8.72446139776359e-314,712.24102153654
"SLC16A6",-2.38796093777299,1.1939804688865,-389.440746137888,5.79843633243918e-289,4.08815570500756e-288,652.593150853215
"SLC17A3",-2.38564250117541,1.19282125058771,-1255.0980661108,0,0,885.909707188902
"ZFAND3",-2.37872800728485,1.18936400364243,-3299.94280256958,0,0,1074.41977169311
"RP11-1006G14.2",-2.36398107243787,1.18199053621894,-234.419875306506,3.66194378626915e-245,1.57290360400883e-244,551.286830346435
"LRRN1",-2.36369118620491,1.18184559310246,-537.887272663835,7.26015237473112e-317,7.20255617800153e-316,717.087455616228
"P2RY6",-2.35714332704971,1.17857166352485,-1596.17470273227,0,0,933.488925177118
"ITGAX",-2.35657517253619,1.18542762391959,-87.8358024992498,3.31392462137835e-161,6.93428877181414e-161,357.035618020465
"AVIL",-2.35654508846009,1.17827254423004,-347.503693816556,4.00554389082247e-279,2.51777044565984e-278,629.840582691375
"ZKSCAN3",-2.35596493273825,1.17798246636912,-589.217226955128,0,0,735.286088096399
"CNTD1",-2.3541901087563,1.17709505437815,-270.744328298195,1.39156229781279e-257,6.8242559744132e-257,580.018496169379
"CFB",-2.3519257229932,1.1759628614966,-265.298876680148,7.86795718007024e-256,3.77916433824398e-255,575.96493756141
"SLC12A5",-2.35042328558752,1.17521164279376,-540.833385124962,2.44830179458334e-317,2.44076857805494e-316,718.17817229562
"AP001610.9",-2.34635867174448,1.17317933587224,-180.932654084666,7.19546172569338e-223,2.46642227365917e-222,499.710157635868
"STK31",-2.34530482296556,1.17265241148278,-1649.53352079076,0,0,939.975667446638
"IGSF6",-2.33239534733857,1.16619767366929,-522.940597292069,1.97912801391491e-314,1.89613232302952e-313,711.460006107947
"NHS",-2.32098956268988,1.16049478134494,-998.651183412992,0,0,840.488071130254
"TRMT12",-2.31885911590727,1.47518922716817,-500.309290155015,1.31762636077633e-310,1.19188333751442e-309,702.625027523984
"TIGD5",-2.30909444070209,1.15454722035105,-165.483837631021,3.35079052212333e-215,1.07394041554384e-214,481.968596193223
"IL10",-2.30779000348064,1.15389500174032,-224.45327065914,2.0279761075424e-241,8.3848107277043e-241,542.626838896368
"PDE4D",-2.30761790039316,1.15380895019658,-176.659318508022,8.15577193299315e-221,2.74931862560299e-220,494.956944718818
"ICOS",-2.30739265432119,1.1536963271606,-841.850060114252,0,0,806.469644532531
"RAB2B",-2.30339557694175,1.15629827378433,-593.801633770467,0,0,736.833385631687
"ZKSCAN4",-2.30142398267427,1.15071199133714,-511.614595474967,1.54444038090513e-312,1.43436756157553e-311,707.087398546602
"IKZF4",-2.29756464225909,1.14878232112954,-319.504543835651,7.1576323303889e-272,4.14624975627892e-271,613.068543046173
"PTGER2",-2.29368756490935,1.14684378245468,-780.833859973365,0,0,791.470078440239
