"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NDNF",-3.64677758006128,1.82338879003064,-195.999626814692,5.86725665042374e-230,1.15050423735686e-228,516.887115337422
"SLC13A2",-3.58663049529333,1.79331524764667,-205.851431819249,3.49161054704499e-234,7.52786523507087e-233,526.652358096802
"SLC25A2",-3.58411547561687,1.79205773780843,-193.07241388775,1.16008783483302e-228,2.19404185922192e-227,513.891595159831
"GID4",-3.54732346747272,1.93352734661088,-136.277209117666,9.9433659159343e-199,1.00178040374484e-197,444.68511233916
"SLC25A35",-3.49292873827506,1.74980775130575,-175.019526127324,3.26929714499818e-220,5.14120098386246e-219,494.359108751331
"SLC13A4",-3.44964246143757,1.72482123071878,-187.488022834946,3.9072981456536e-226,6.97692832293034e-225,508.049853726078
"CIB3",-3.36199091150046,1.68099545575023,-179.924037169549,1.36939202215266e-222,2.26783380870747e-221,499.856199471959
"RP11-10A14.3",-3.36188029419351,1.68094014709676,-253.477347931628,3.90981716352676e-252,1.21919542526072e-250,568.122237853577
"SPDYE5",-3.34355713341056,1.67177856670528,-185.715041019585,2.56970698996063e-225,4.53154536091679e-224,506.159049271762
"ICK",-3.3364481031491,1.77432622635658,-158.882434634619,6.76802572616777e-212,8.95747504234523e-211,475.132702385405
"C12orf60",-3.28195789527472,1.64097894763736,-171.385957061506,2.08440798558009e-218,3.15374628350786e-217,490.187358789384
"KIF9",-3.23620516198813,2.09381234640522,-81.4458534763624,5.63229923013888e-155,2.82056191372212e-154,343.482122191417
"CSPG5",-3.21477416451294,1.60738708225647,-168.473039447242,6.20994337638712e-217,9.11528427865779e-216,486.779371227675
"HMCN2",-3.13904057819973,1.56952028909987,-161.351168973504,3.20422585791788e-213,4.35808804185958e-212,478.195674238032
"ZNF354C",-3.11123106959458,1.55561553479729,-167.829690160513,1.32448577048993e-216,1.92865040725669e-215,486.018834352961
"ITGB3",-3.10088855472628,1.55044427736314,-75.0958632322231,3.61322731747663e-148,1.66528879790695e-147,327.735061708699
"INHBE",-3.06166891123015,1.53083445561507,-229.540078169668,1.41797957176036e-243,3.74563405474302e-242,548.351728895163
"TUBB2B",-3.06001333378925,1.53000666689462,-153.613651858531,5.33117150121674e-209,6.63025560730116e-208,468.435683152706
"UNC13A",-3.05143063322669,1.52571531661334,-167.292856672777,2.49744512410545e-216,3.60789106346759e-215,485.382008125985
"NRSN2",-3.04654164676245,1.52327082338122,-181.015695383671,4.13008545279588e-223,6.95693577259491e-222,501.059566415722
"ZCCHC18",-3.02971921440231,1.51485960720115,-167.500506842446,1.9536541014783e-216,2.83191243621315e-215,485.628575083298
"ZNF343",-3.0256932070616,1.5128466035308,-175.398688063369,2.12954754723944e-220,3.37376274987066e-219,494.789484701056
"AZIN2",-3.0247660641717,1.51238303208585,-168.637482747174,5.11920690482442e-217,7.55762820764206e-216,486.973307885314
"NR6A1",-3.01493045451328,1.50746522725664,-172.249706317903,7.70237083725217e-219,1.17933905573975e-217,491.186909344804
"B3GNT9",-3.00241538894157,1.50120769447079,-151.377774526277,9.67334543137525e-208,1.17004466736171e-206,465.525066647013
"CAMK4",-2.98007139773568,1.49790895096213,-182.748171176748,6.25378905977367e-224,1.07321735743901e-222,502.954654345575
"SOX8",-2.95466692544405,1.47733346272203,-168.668817087834,4.93432468007073e-217,7.31000475489042e-216,487.010240934212
"PLIN5",-2.94825576355645,1.47412788177822,-147.010030637147,3.14865752241573e-205,3.63317567004378e-204,459.715126900815
"IKZF2",-2.93373904707312,1.46686952353656,-127.127425037203,8.85056857950061e-193,7.97986736875284e-192,430.925826220799
"NRXN1",-2.92118581514477,1.46059290757238,-156.114876226967,2.18705126839026e-210,2.79335169494201e-209,471.642688227288
"LRG1",-2.91280420398559,1.47747450475632,-130.688752973812,3.82853353332698e-195,3.62576305359892e-194,436.393029075548
"OSCAR",-2.9105787861047,1.49888179532293,-119.560834062187,1.55456161546625e-187,1.29058897751533e-186,418.795805996655
"C17orf105",-2.90942837447746,1.45471418723873,-164.631830328334,5.96842953811045e-215,8.39454033495512e-214,482.19523344091
