"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SH3BGRL2",-4.7155313267432,3.45244257850842,-14079.5266142431,4.34226040060451e-186,1.15698606272478e-184,417.224977905496
"EHHADH",-4.55444654648681,3.33450550724927,-12992.9902620839,4.00424419930242e-184,6.80622887176994e-183,412.787922508635
"EFNA3",-4.50137099452905,3.29564662099448,-11906.7499522776,5.4752300737685e-182,6.14383133968722e-181,407.937346022887
"C9orf116",-4.45583202157427,3.26230558722402,-12446.2228530263,4.51157287427538e-183,6.18973447422951e-182,410.402545714296
"RASAL1",-4.4522854051061,3.25970895730982,-11971.8034002161,4.02810947722834e-182,4.64849222447371e-181,408.240819949194
"SERPINA3",-4.38745297982997,3.21224236023266,-11659.7717046402,1.78321666488778e-181,1.83124675660574e-180,406.769032555579
"SIM2",-4.37086918327306,3.20010065203921,-14410.8740837029,1.17120663064246e-186,3.42478684663712e-185,418.505087104377
"GYLTL1B",-4.3606619371353,3.19262748968835,-12361.121796474,6.64018334679067e-183,8.91515666852187e-182,410.021275447819
"HOXA11",-4.30139509698927,3.14923569601,-11640.0354770796,1.96177900465656e-181,1.99973957328433e-180,406.674547397029
"B4GALT6",-4.27125341595097,3.12716767953553,-10916.5830706365,7.28601025012107e-180,5.86706613023168e-179,403.08959833633
"CLHC1",-4.25206244202821,3.11311714505636,-11254.256599669,1.30981785471153e-180,1.17390298900835e-179,404.793009420532
"CAPN6",-4.24826110038973,3.11033401992819,-12100.1172311661,2.20944639313085e-182,2.67968182056169e-181,408.834323764294
"RPS6KA6",-4.23440416208828,3.10018876152892,-12227.1867285087,1.22661008390082e-182,1.54971006466715e-181,409.415542462952
"C4BPA",-4.18526505016469,3.06421191172772,-12226.8772525434,1.22836024543245e-182,1.54971006466715e-181,409.414134698962
"CWH43",-4.15871816383837,3.04477579852452,-9655.34768286261,7.34599468052799e-177,4.08498866158934e-176,396.20081936323
"SPTBN4",-4.10880217640936,3.00823016487114,-10713.7947384077,2.09519682075995e-179,1.59415140684282e-178,402.03986560958
"KLHL28",-4.10373753719775,3.00452212544835,-10427.509483182,9.63483162240311e-179,6.75025106865014e-178,400.521982429775
"LINC00475",-4.08193108455887,2.98855668690917,-10146.686462564,4.48474225348069e-178,2.87899593407165e-177,398.99019352428
"LRCH2",-4.08090373788819,2.98780452238242,-10951.2487187419,6.09431704559038e-180,4.94786846254344e-179,403.266999011386
"DNMT3B",-4.07496245411409,2.98345465390496,-10768.7691924012,1.57040903361273e-179,1.20953043983945e-178,402.32648252496
"CLDN6",-4.07326395647359,2.98221111098959,-9293.52493097566,6.3162090098996e-176,3.1700478819867e-175,394.050830401297
"PNPLA3",-4.06182477319225,2.97383599465861,-8681.93645193024,2.92315015427941e-174,1.2529601996697e-173,390.211903958425
"HOXA10",-4.05692202434192,3.41834981981234,-1341.97324533613,1.39213016699534e-128,1.66356541687183e-128,283.598828405726
"CBLN2",-4.03054399611219,2.95093399715357,-9733.90724214665,4.65373663428423e-177,2.66076524550087e-176,396.656582970652
"PPP1R9A",-4.01985933081072,2.94311129577213,-11408.9185365677,6.0714571917008e-181,5.82741670096345e-180,405.55536653868
"STX19",-4.01595287947366,2.94025121532893,-8261.97845585556,4.77336305161032e-173,1.86740240471444e-172,387.410759080523
"ACAN",-3.99597414562248,2.92562392804503,-9323.53235064546,5.26733299549625e-176,2.66829008784484e-175,394.232407779458
"KRT12",-3.99473470803346,2.92471648266735,-11198.9708540721,1.72857535802845e-180,1.51767157070666e-179,404.517820726996
"TNNC1",-3.99043332089381,2.92156725279726,-8848.85378260058,9.99910722347382e-175,4.43184578992889e-174,391.286686812533
"ARHGAP39",-3.97774882802222,2.91228039194484,-10412.3604823913,1.0457120784182e-178,7.28935257895353e-178,400.440453869927
"DHRS2",-3.97612824830846,2.91109389608298,-10262.3108407401,2.36881660881005e-178,1.57791538777975e-177,399.626171695422
"SOX10",-3.97167326568305,2.90783221237509,-10135.4127513803,4.77457476788712e-178,3.04804259696476e-177,398.927780267248
"PCLO",-3.97159604039538,2.90777567243233,-9146.48556028115,1.55104627402467e-175,7.42286431140377e-175,393.152223434604
"SULT1A2",-3.95132946422959,2.89293764345381,-9634.10021431032,8.31661838690665e-177,4.60248464218467e-176,396.076890749578
"WBSCR27",-3.93203000955233,2.8788076855651,-9104.10473562884,2.01487004955224e-175,9.52371110408222e-175,392.890444909732
"MYB",-3.9230675328012,2.87224587222945,-10153.4432148579,4.31968096578359e-178,2.78079462172318e-177,399.027565492837
"PRODH2",-3.90032691178067,2.85559648898228,-9454.32202839636,2.40318212180399e-176,1.26501600477264e-175,395.016823499058
"C10orf2",-3.89081927163475,2.84863553816116,-9100.41069428509,2.06146398922908e-175,9.7239665001161e-175,392.867567844781
"PPP1R26-AS1",-3.88826189190573,2.84676317085955,-9283.72116828023,6.70313568399645e-176,3.34962631102531e-175,393.991375484232
"CPB1",-3.87408274769396,2.83638201170451,-11021.1045393118,4.25956332785678e-180,3.55015054656276e-179,403.622703058545
"PTPRR",-3.86387840962423,2.82891097847489,-9600.68705881884,1.01144723562768e-176,5.52372325504925e-176,395.881429450725
"MYO5C",-3.86216467305043,2.82765627848335,-9071.20882917412,2.47061814907641e-175,1.1559142946967e-174,392.686383227507
"ACSM3",-3.84013591776625,3.29727265119058,-2327.46225163834,4.70686264896326e-142,6.6507082597247e-142,315.146110234961
"KDR",-3.83178680515213,3.35140275486362,-3389.12345175911,3.01387624732554e-151,5.01900578735365e-151,336.655178855219
"SLC6A2",-3.82988891162509,2.80402581029694,-9529.09623724056,1.54190072403948e-176,8.25497043956282e-176,395.46024917748
"SLC3A1",-3.81743642610077,2.79490881196663,-10457.2224743621,8.20788933375863e-179,5.80950197869418e-178,400.681532693925
"RWDD3",-3.80746122027561,2.78760553627321,-7959.8620657825,3.89219070534912e-172,1.41368463461128e-171,385.303556024331
