1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
ABHD3,12.39749527,12.48586273,12.44090557,12.43077087,12.42610741,12.44494438,12.45750809,12.45678139,12.45524025,12.44137764,12.40909004,12.45750141,12.50778675,12.44891739,12.4856863,12.50822639,12.45057774,12.4948864,12.46250534,12.49396133,12.45159721,12.45183563,12.4396534,12.45297337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD5,14.009799,14.09484673,14.06425381,14.04373169,14.07631111,14.08441544,14.08108997,14.02217865,14.01489639,14.02615452,14.04686356,14.09671974,14.10098076,14.04171371,14.0780468,14.06654739,14.07841492,14.03901863,14.04976654,14.05281258,14.083498,14.05309582,14.06967354,14.0598793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD6,6.28613615,6.249267578,6.26283741,6.270033836,6.282407761,6.267273426,6.245187283,6.236778259,6.265471935,6.26143074,6.243934631,6.253792763,6.287400723,6.2625494,6.261962891,6.243610859,6.280158043,6.255486488,6.262264729,6.229031563,6.258025646,6.257683754,6.263275146,6.254673481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABI1,14.18556023,14.17799568,14.19370651,14.18493938,14.17283249,14.1769619,14.15871048,14.19859886,14.17357826,14.15499496,14.1561861,14.15664673,14.12886429,14.1610508,14.159935,14.20668411,14.19944,14.20602608,14.12307739,14.12298775,14.16202736,14.16117764,14.14353561,14.15799522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABI2,9.31628418,9.319231987,9.297012329,9.316782951,9.300618172,9.313089371,9.318422318,9.28393364,9.297001839,9.272165298,9.28342247,9.27616787,9.30937767,9.291469574,9.311197281,9.320448875,9.297113419,9.30603981,9.295860291,9.303988457,9.31631279,9.282407761,9.32043457,9.292442322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABI3BP,0.778674603,0.798132837,0.797945321,0.783224106,0.795008123,0.793462515,0.773915946,0.815935612,0.773339748,0.833972156,0.819762349,0.825551748,0.800298452,0.768795013,0.772480488,0.796294689,0.857301593,0.789455473,0.775322199,0.771162748,0.766717315,0.806303978,0.838766336,0.783480465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABLIM2,1.879646659,1.894313216,1.875198007,1.833399534,1.847021937,1.851889133,1.871046782,1.861482501,1.868786097,1.861989737,1.86597991,1.840918779,1.887190819,1.872550726,1.872244477,1.902299762,1.863886952,1.868896127,1.869768739,1.866978168,1.873965859,1.854043961,1.854157805,1.860440731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABLIM3,2.579321623,2.612073898,2.589184523,2.580812454,2.599590302,2.589247227,2.584066153,2.579102993,2.582828999,2.592838764,2.581075907,2.608553886,2.599544764,2.587164402,2.598864317,2.575114489,2.598463535,2.599927664,2.616992235,2.590656757,2.58655262,2.581077099,2.578805208,2.583881855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABO,3.286255598,3.286340952,3.278059721,3.287401915,3.286694288,3.301320791,3.274120808,3.298333883,3.29180932,3.282537699,3.267750263,3.257143497,3.281088352,3.294418335,3.291503906,3.26926446,3.282703638,3.292935133,3.291511059,3.272747993,3.303260565,3.283069372,3.267461061,3.266017675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABR,9.053338051,9.047088623,9.055343628,9.105466843,9.082761765,9.096623421,9.04671669,9.058329582,9.050092697,9.045654297,9.00741291,9.063810349,9.075551033,9.031382561,9.053581238,9.055240631,9.094860077,9.078109741,9.089892387,9.061441422,9.090686798,9.031195641,9.027421951,9.072188377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC083843.1,0.898920417,0.911693156,0.897820115,0.897544026,0.906132877,0.886505604,0.906189024,0.893254101,0.90180397,0.900491118,0.885727227,0.925166488,0.903707981,0.890182137,0.894216776,0.919419885,0.924522579,0.893963516,0.927260876,0.907454729,0.920426548,0.918026447,0.913236916,0.908147514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAA2,12.10490417,12.09843159,12.01306534,12.11889648,12.08794022,12.0881424,12.07748795,12.07930374,12.06319237,12.07493305,12.05768394,12.09787941,12.09629631,12.08451748,12.06085491,12.04739666,12.08073616,12.09086895,12.08591366,12.06886482,12.0418787,12.06728458,12.06649017,12.06928253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACA,6.395682335,6.401958466,6.401595116,6.399792671,6.417089462,6.41297245,6.3994174,6.389990807,6.410403252,6.399769306,6.338980675,6.386240959,6.424973488,6.388864994,6.359228611,6.396568775,6.369388103,6.415922165,6.367725372,6.407691956,6.418361664,6.412322044,6.397041798,6.401250839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACB,3.37960434,3.404564381,3.388757706,3.365703106,3.398993015,3.373347759,3.391337395,3.404391289,3.38341856,3.400598049,3.3574121,3.378648043,3.403841972,3.382857323,3.369060993,3.388204098,3.387991905,3.383775234,3.392040253,3.377748489,3.397884369,3.385800362,3.3775599,3.372071505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADM,13.00885773,12.95876789,13.03654957,13.03719139,12.97587776,13.01164627,13.02141762,13.04324722,12.99375153,12.98815155,12.99871445,12.98455715,13.02171993,12.99312115,13.01234531,13.01980686,13.01410007,13.03196144,13.01060581,13.02750015,12.98942184,13.05121326,13.00764656,12.99849701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADSB,5.996103287,6.009178638,5.999001503,6.000331879,6.005568504,6.009831429,6.036358833,5.98340416,5.985941887,5.987272263,6.003237247,6.00463295,6.001747608,6.025065422,5.993401051,5.977301598,5.980162621,6.003805161,6.001164436,5.974411011,5.993592262,6.014054298,6.007133484,6.012381554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADVL,15.20471382,15.19443989,15.17257309,15.21610069,15.20737839,15.21650124,15.18592834,15.17318344,15.17586136,15.1651001,15.20205593,15.16829395,15.21073914,15.18601036,15.19024658,15.18150425,15.20639038,15.20875168,15.19630909,15.19009113,15.20443821,15.21368122,15.19435501,15.18020344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAP1,14.49308109,14.53920078,14.53784084,14.54929733,14.48783684,14.51822281,14.48620987,14.51689529,14.52112198,14.49560928,14.45185089,14.50535202,14.54159355,14.47939968,14.48479748,14.51681232,14.55404568,14.47080326,14.50140285,14.51151848,14.55779648,14.5218401,14.5208025,14.50860882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAP3,8.466121674,8.43979454,8.456266403,8.487360001,8.506938934,8.487167358,8.470560074,8.462930679,8.475006104,8.452543259,8.468887329,8.441179276,8.466684341,8.470756531,8.450469971,8.485330582,8.480101585,8.481014252,8.491294861,8.477694511,8.480569839,8.44434166,8.460391045,8.476495743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAT2,10.79969692,10.78610611,10.76228619,10.80508137,10.78324509,10.77423668,10.82750702,10.76902676,10.73690128,10.74875641,10.75462818,10.78915215,10.80890465,10.76215553,10.7424469,10.77375603,10.82715416,10.84967041,10.74467468,10.73794651,10.77832413,10.80114746,10.73059082,10.77482605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACBD3,11.00217247,11.00015831,10.9509449,10.98969173,11.00286674,10.97903728,10.97948265,11.0257206,10.93810272,10.95836639,10.94280624,10.9898777,11.00126553,10.93558121,10.93597603,11.00377655,10.96844578,10.97143936,10.96907616,10.95908546,10.96408558,10.96456528,11.02604294,11.01475143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACBD5,8.684689522,8.659062386,8.656014442,8.660388947,8.66057682,8.620333672,8.667282104,8.617799759,8.674695969,8.638044357,8.650050163,8.654586792,8.688993454,8.668159485,8.673233032,8.687523842,8.695368767,8.668566704,8.669880867,8.67632103,8.643016815,8.662643433,8.638383865,8.65801239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCS,4.62573719,4.576444149,4.622525215,4.627915382,4.635540009,4.637994766,4.611252785,4.610386848,4.610682487,4.612360001,4.628668308,4.62629509,4.627257824,4.622820377,4.613991261,4.615229607,4.601910591,4.649454594,4.652079582,4.581148148,4.607089043,4.618152142,4.629139423,4.630936623,28.51437378,28.51199913,28.54944229,28.52674675,28.55807495,28.54114914,28.55743217,28.58263016,28.54054832,28.5634346,28.53045845,28.53595734,28.57287216,28.56306839,28.53663063,28.55153656,28.55630112,28.52981949,28.54268646,28.53692627,28.52804184,28.5388813
ACD,8.838285446,8.889915466,8.922748566,8.911085129,8.917665482,8.889267921,8.871919632,8.883122444,8.887161255,8.854167938,8.909134865,8.908891678,8.861284256,8.876088142,8.876785278,8.874006271,8.919963837,8.891630173,8.89387989,8.889369965,8.875977516,8.88819313,8.877773285,8.882647514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE,6.2468009,6.276682854,6.215298176,6.291913509,6.263912678,6.266645432,6.272442818,6.254959106,6.239556313,6.245456696,6.275807381,6.278115273,6.270167351,6.246752739,6.251515388,6.230577946,6.286861897,6.269001007,6.246903896,6.257585526,6.267738342,6.243883133,6.231825829,6.251340866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACE2,3.494149923,3.510638237,3.529258251,3.490653515,3.498931885,3.497813702,3.490648746,3.505927324,3.493346453,3.499406815,3.490729332,3.522826672,3.510399818,3.489717007,3.492043972,3.517621517,3.502602577,3.496457815,3.491413116,3.488478184,3.486339092,3.523742199,3.504424095,3.481585503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKR1,3.170157671,3.215107679,3.225430965,3.198994398,3.191467762,3.206405878,3.196897268,3.204808474,3.192112446,3.208786011,3.158499241,3.173357487,3.219163895,3.165297985,3.209047079,3.193392277,3.185361385,3.150348186,3.187453985,3.191713333,3.230313778,3.189453602,3.213285208,3.190571547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKR3,4.318415165,4.333835602,4.320760727,4.341069698,4.339915276,4.304253578,4.33054924,4.341292858,4.320878029,4.322693348,4.361585617,4.324270248,4.334907532,4.321717262,4.36280489,4.332595825,4.321416855,4.339686871,4.346250534,4.335166931,4.309939384,4.360160828,4.32451725,4.321227074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKR4,0.062218383,0.051652089,0.050656676,0.040443346,0.06178084,0.047351517,0.065911256,0.029770494,0.039282218,0.019201294,0.046843521,0.049884915,0.043790966,0.045620114,0.040345997,0.052201957,0.075592637,0.058270775,0.055190027,0.041325763,0.036071047,0.035089597,0.038181633,0.017783478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACO2,12.74770069,12.76159954,12.73232555,12.77992916,12.75222206,12.77781391,12.79959106,12.7042408,12.75860023,12.72655296,12.76200104,12.78282166,12.79586124,12.7662735,12.74299431,12.77676678,12.76215172,12.77902317,12.7533617,12.75909424,12.79793167,12.7509861,12.75377178,12.76746559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT11,5.418229103,5.436730862,5.420035362,5.441394806,5.453237534,5.451966286,5.430650711,5.425197124,5.443111897,5.417714119,5.421123028,5.434130669,5.421655178,5.423512459,5.406279564,5.445613861,5.437392235,5.4350667,5.423315525,5.397839069,5.438985825,5.421126842,5.423557758,5.417016029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT13,13.36270332,13.39485359,13.33913231,13.36802292,13.37576294,13.37048054,13.34969521,13.31360054,13.36177254,13.3437376,13.33648586,13.33668804,13.31455517,13.36808014,13.35410976,13.34471416,13.38360596,13.34441566,13.35370064,13.33387375,13.34218407,13.32983303,13.32423496,13.35079288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT4,4.482845783,4.4672575,4.466211319,4.469764709,4.472058296,4.461992264,4.43947506,4.489274502,4.469520092,4.457237244,4.43909502,4.453893185,4.49242115,4.426577568,4.456779957,4.462333679,4.463693142,4.496299744,4.462406635,4.466283798,4.481882095,4.447666645,4.452391624,4.488293171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT7,15.12401772,15.15958977,15.1102705,15.10293865,15.12236309,15.08864975,15.08919048,15.08827686,15.11121464,15.10402203,15.10527802,15.10827827,15.1383009,15.08619118,15.09587765,15.10906029,15.10837841,15.12328148,15.07715988,15.09402847,15.10201645,15.06746292,15.0956707,15.10385895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT8,9.64594841,9.632116318,9.662250519,9.662068367,9.672239304,9.682717323,9.679517746,9.636753082,9.641141891,9.635175705,9.644008636,9.641029358,9.667747498,9.664306641,9.669121742,9.64896965,9.693853378,9.666238785,9.623630524,9.644910812,9.643264771,9.661575317,9.629130363,9.664058685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT9,11.75499249,11.77436829,11.7637558,11.75108528,11.76665592,11.73031998,11.72165871,11.74016571,11.76035118,11.72606468,11.74608707,11.73581314,11.70432854,11.70337772,11.74121857,11.74265099,11.7485323,11.75142479,11.73815346,11.71538734,11.73309517,11.74080276,11.72763824,11.74612999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOX1,8.643615723,8.660684586,8.624606133,8.63330555,8.642721176,8.63117218,8.64200592,8.635145187,8.659089088,8.640514374,8.591286659,8.630540848,8.641485214,8.646611214,8.616487503,8.614940643,8.671892166,8.634942055,8.598008156,8.64543438,8.646633148,8.609947205,8.625934601,8.632152557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOX2,2.757329702,2.765126467,2.791753769,2.765894175,2.783119678,2.789517403,2.770614147,2.741110802,2.76194191,2.721240997,2.805697918,2.725466013,2.772213697,2.72233057,2.755110502,2.774499178,2.790143013,2.761906624,2.722982883,2.756629229,2.773301125,2.774714947,2.729125977,2.784775257,28.39414978,28.40029335,28.39988327,28.39042664,28.40575409,28.37091827,28.39120483,28.41869354,28.41033554,28.36335373,28.38812828,28.39326096,28.43759918,28.40481186,28.39958382,28.43023682,28.3935318,28.43604279,28.4153595,28.3739357,28.34802246,28.38066101
ACP1,16.65614891,16.66783142,16.62118149,16.69972992,16.67464638,16.64899063,16.66469193,16.64870453,16.62849426,16.63846779,16.66627502,16.62838745,16.68464279,16.65527344,16.65215492,16.64879417,16.66324615,16.68691254,16.6560936,16.65718079,16.63202286,16.65475464,16.62163734,16.67486954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
